title,name,category,material,brand,description,url,img_url,biodegradable,recyclable,low_waste,eco_packaging,low_carbon,renewable
"EZ Disposable Razor - 50pcs Eco Friendly Disposable Three Blade Shaving Razor for Men/Women's Grooming, Biodegradable Single-Use Body & Face Shaver for Eco Friendly Product Gifts",Disposable Razors,Beauty & Personal Care,1.00 Count,EZTAT2,"Close, Smooth Shaving Our blades are curved, slim, and flexible, engineered for a close, comfortable shave with minimal irritation.Perfect ShaveThis shaver makes your legs silky smooth! After shaving, you cannot stop touching them. They stay for a long time after shaving, and they are still very smooth after a few days! After use, you need to clean and dry all parts of the razor to keep it clean, so as not to hurt yourself and rust the next time you use it.Easy To UseGently and painlessly remove excess hair, eyebrows and facial beards. Each razor is non-slip, easy to grip, and sharp enough for precise control.the blade is very sharp,allowing you to shave smoothly on your face.Professional RazorsThree blade razor head for an even and close shave.Save money on shaving while taking care of the environment.Beginner FriendlyOur razors have a very simple design and blade replacement is very easy. With its unigue texturedgrip and comfortable weight.",https://www.amazon.com/dp/B09P61N2NZ,https://m.media-amazon.com/images/I/41xmz0RrDrL._SX300_SY300_QL70_ML2_.jpg,1,0,0,1,1,0
100% Certified Home Compostable Dog Poop Bags - 10% to Charity - ASTM D6400 & EN 13432 Compliant - 240 x Plant Based Compostable Poop Bags (16 Rolls),Bags,Pet Supplies,240 Count,G.A.S,"100% HOME COMPOSTABLE DOG POOP BAGS - Our unscented poop bags for dogs are ethically sourced and carefully manufactured from 100% botanical plant components. We use only Cornstarch, BPAT (compostable polymer), and edible glycerin in the nature-based creation of our doggie poop bags. All our products are TÃœV AUSTRIA Home Compost Certified to be of ASTM D6400, EN 13432 and NF T51-800 standards! > EASY TO OPEN AND EASY TO TEAR - Other eco friendly dog bag on the market seem to be a nightmare to open and so hard to tear! Why does being environmental and eco friendly have to be so hard. Our compostable doggie poop bags are an absolute breeze to open and tear apart even in the wettest of conditions! > LEAKPROOF, ODORLESS AND FITS ALL DISPENSERS - Let's face it, dog poop smells like...well, you know. Minimize the Ew! factor so you can relax and enjoy all of the sights (and smells) on walks with your furry best friend. Our doggie bags for poop are engineered to a durable 18 micron thickness that locks away odors and guarantees a mess-free leakproof seal. Our rolls are the perfect dog poop bags refills as they fit all dispensers! > CRAFTED FROM RECYCLED MATERIALS - Our dog bags are a zero-waste green alternative that will change the way you look at everyday pet and dog supplies. Not only are our compostable poop bags fully compostable but they also come in a box and reel made from 100% recycled cardboard. > GIVING BACK TO OUR ANIMAL FRIENDS - We are big believers in the power of charity to not only transform the lives of other beings, but to transform our own. We've partnered with the Soi Dog Foundation, whose mission is to improve the lives of dogs and cats in Asia. We donate 10% of all profits to the Soi Dog Foundation and their tireless quest to end animal suffering when you buy our compostable dog bags for poop and other sustainable products / zero waste products.",https://www.amazon.com/dp/B08GKBWFGZ,https://m.media-amazon.com/images/I/81tojHkX5TL.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,1,0,1,1
"Bottle Brush Set - Ergonomic & Plastic Free Bamboo Bottle Brush, All in One Bottle And Straw Brush Cleaning Set, Sturdy Eco Friendly Water Bottle Cleaner Brush Set, Great Baby Bottle Cleaner Brush Set",Bottle Brushes,Baby Products,"Bamboo,Wood",Linea Gear,"Bottle cleaning set in assorted sizes. Includes a Regular and a Smoothie Straw Cleaning Brush, an Ergonomic Bottle Brush, a Slim Water Bottle Cleaner Brush, and a Detail Cleaning Brush. Sustainable and durable for long-lasting scrubbing. > No Microplastics & Plant Based - Bottle Cleaning Brush Set made from natural or reusable materials A sustainable naturally non-scratch brush for every shape and size bottle, for an effortless low waste kitchen. > Extra-Strong & Ergonomic - Finished Bamboo, for extra protection against moisture. This water bottle cleaner brush set wont crack. Comfort is Key: We've got your grip covered! The ergonomic handle of our bottle brush keeps things comfy while you scrub away. > Make a Clean Start - This set includes all the tools you need to tackle tricky corners, caps and lids, sippy spouts, slim straws, and more. Linea Gears convenient Bottle Brush Cleaning Set for all of your cleaning issues! > Get More and Waste Less - Zero waste products in one package means convenience, less waste, and more savings. You save more on the grouped package than the individual items when purchased separately.",https://www.amazon.com/dp/B0B7521N73,https://m.media-amazon.com/images/I/71Pzz8uHomL.__AC_SX300_SY300_QL70_ML2_.jpg,0,0,1,0,0,1
"ECOLULU Eco Friendly Toilet Brush, 2 Pack Wood Toilet Brush Made of Beechwood, Strong Hemp Bristles with 360Â° Cleaning Power, Biodegradable Zero Waste Eco Friendly Products",Toilet Brushes & Holders,Home & Kitchen,Wood,Ecolulu - Zero Waste Eco-friendly Products,"ECO FRIENDLY PRODUCTS, ZERO WASTE: Our wooden toilet brush is 100% natural, chemical free and biodegradable. Can be tossed into compost after they wear out. Packed in a recyclable box.ECO FRIENDLY: Eco friendly toilet brush made of beechwood and plant based sisal bristles. LONG HANDLE: 14' long wooden handle for easy cleaning of toilet bowl. EFFECTIVE & DURABLE: Powerful and durable sisal bristles with 360Â° cleaning power will effectively clean your toilet. By using this BIODEGRADABLE ECO FRIENDLY PRODUCTS you save the planet 2 plastic brushes! Well Done!!",https://www.amazon.com/dp/B08F2DY3R4,https://m.media-amazon.com/images/I/71GkuHA-VIL.__AC_SY300_SX300_QL70_ML2_.jpg,1,1,1,0,0,0
"Bamboo Cotton Swabs - 500 Count - FSC Certified and PETA Approved, Eco Friendly Double Tips, Plastic Free Ear Sticks, All Natural 100% Biodegradable Organic Cotton buds by Isshah",Cotton Swabs,Beauty & Personal Care,,Isshah,"SUSTAINABLE MATERIAL - Isshah cotton swabs are 100% biodegradable and made from sustainable bamboo. Perfect alternative to plastic cotton swabs which comes at the cost of harming our nature. It does not contain any dyes, chemicals or plastics. > NO MORE STRAIN ON THE ENVIRONMENT - Using these little plastic tip used to be a real treat, but they ended up being discarded here and there, clogging up sewers and ending up in our landfills. Made from bamboo and cotton, this small stick is as useful as its plastic counterpart but without any nastiness and also 100% biodegradable. > MULTI-PURPOSE - bamboo cotton swabs can be used in exact the same way a plastic cotton swab. They have a wide variety of uses including beauty, applying/removing/touching-up cosmetics, household cleaning, arts & crafts, pet care, baby care, and more! > RECYCLABLE CARDBOARD BOX - Our bamboo cotton buds come in a recyclable cardboard box. By purchasing this, you are helping to promote a plastic-free lifestyle. > PACK OF 500 - There are 500 bamboo cotton swabs in the box. buy a box of Isshah cotton swab can last a long time to use.",https://www.amazon.com/dp/B09DPYR67T,https://m.media-amazon.com/images/I/41ilEJ8WKnL._SX300_SY300_QL70_ML2_.jpg,1,1,0,0,0,1
"Disposable Face Towels | XL 50 Pack | 100% Biodegradable Fiber, Ultra Soft & Tear-Resistant | Eco-Friendly & Sustainable for Facial Care & Travel",Cloths & Towelettes,Beauty & Personal Care,Biodegradable,LAUCOT,"100% Biodegradable, Eco-Friendly Fiber: Made from sustainable, biodegradable materials, these disposable towels are perfect for responsible use, helping to reduce environmental impact. Extra Large Size (10""x12""): Larger and thicker for better coverage and maximum absorbency, ideal for makeup removal, face cleansing, or drying delicate skin. > âœ¨ Ultra Soft & Tear-Resistant: Designed to be gentle on sensitive skin, these towels provide a soft, luxurious feel while remaining durable and resistant to tearing. > ðŸ›¡ï¸ Perfect for Hygiene & Convenience: Single-use design ensures hygiene and is perfect for travel, daily skincare, or professional use. > ðŸŒ Sustainable & Recyclable Packaging: Environmentally friendly packaging that ensures sustainability from start to finish.",https://www.amazon.com/dp/B0DSPHGFRV,https://m.media-amazon.com/images/I/315Ab57SVsL._SX300_SY300_QL70_ML2_.jpg,1,1,0,0,0,1
Beauty and the Bees Eco Friendly Real Beer & Honey Solid Shampoo Bar for Oily - Normal to Oily Hair | Adds Body & Shine | 100% Natural & Organic Ingredients Sulfate Free,Shampoos,Beauty & Personal Care,"Oily, Dry, Curly, Fine, Normal",Beauty and the Bees,"Our Real Beer & Honey Shampoo Bar is a totally concentrated solid shampoo bar for natural hair care & shiny healthy hair! Great shampoo bar for men women children & babies > Made from 100% natural leatherwood honey & organic nourishing plant and essential oils - Nice ginger cinnamon scent > NEW CUBE SHAPE: A totally concentrated All Natural solid shampoo bar = 3 liquid shampoo bottles! Travel Friendly! Sulfate, silicone, paraben, plastic & cruelty free | Zero Waste - Eco Sustainable - Recycled packaging! > Beer has been famed for generations for its ability to leave hair bouncy, shiny and full of body, so this bar is chock a block with it _ brewed naturally by small breweries, locally in Tasmania Australia. Promotes healthy hair and scalp to moisturize and condition without heaviness/residue. Especially good for those with dandruff and with oily, fine, or thin hair. > Beauty & the Bees uses only premium quality and organic Australian ingredients found among the healthy gourmet foods you eat and drink. Ingredients include our island's unique raw, unpasteurized Leatherwood honey, certified organic olive oil, coconut oil, raw castor oil, Leatherwood beeswax, and certified organic and bio dynamic Tasmanian herbs. These fine and pure ingredients leave hair glossy and shiny as well as gently cleanse the hair without stripping your head's natural oils",https://www.amazon.com/dp/B00C4KUT5K,https://m.media-amazon.com/images/I/51eZE1CdfnL._SX300_SY300_QL70_ML2_.jpg,0,1,1,0,1,1
"Tinted Lip Balm | Vegan, Cruelty-Free, Hydrating Lip Care in Compostable Cardboard Tube (Rouge) 0.28 oz.",Lip Care,Beauty & Personal Care,,River Organics,"Eco-Friendly, Plastic-Free Packaging: Our zero-waste packaging is completely compostable plastic-free and recyclable, designed for sustainable beauty enthusiasts > Vegan & Cruelty-Free Formula: Made with plant-based, natural ingredients, our tinted lip balm is 100% vegan certified and never tested on animals. > Subtle, Buildable Color: Provides a hint of natural color that can be layered for a more intense tint, perfect for daily wear or special occasions. > Non-Toxic & Chemical-Free: Free from parabens, synthetic dyes, and harsh chemicals, making it safe for sensitive skin and clean beauty lovers. > Organic & Nourishing Ingredients: Enriched with organic coconut oil and mango butter to deeply hydrate, nourish and protect severely chapped lips, leaving them soft and smooth. Excellent for people with ingredient sensitivities.",https://www.amazon.com/dp/B0DH3D2TVM,https://m.media-amazon.com/images/I/31IRrdYEEYL._QL70_ML2_.jpg,1,1,0,1,0,1
"Pura Flushable Toddler Wipes 10 x 60 Wipes (600 Wipes), 100% Plastic Free, 99% Water, Hypoallergenic & Fragrance Free, Totally Chlorine Free, Kids Toilet Wipes, Sensitive Skin",Wipes & Refills,Baby Products,paper,Pura,"GOOD FOR TODDLERS: With 99% water and organic aloe vera for gentle cleansing, our soft and gentle wipes are made without fragrance, dyes, alcohol, parabens or chlorine. Theyre hypoallergenic and PH balanced so great for, sensitive and eczema-prone skin. > GREAT FOR POTTY TRAINING: Perfect for little hands and disintegrate with moving water just like toilet paper, so they dont cause blockages or fatbergs. > GOOD FOR THE PLANET: Sustainably made to the highest standards. Puras wipes are made from biodegradable plant fibres from sustainable sources and are 100% plastic-free, certified Vegan and cruelty-free. We use a soft resealable lid to minimize our plastic content and keep wipes fresh. Our packaging is recyclable. > SAFE TO FLUSH: These wipes meet flushability guidelines set by IWSFG and INDA GD4. > TRUSTED BY PARENTS: Pura wipes have won multiple awards, voted for by real parents.",https://www.amazon.com/dp/B0CZ7BBJSK,https://m.media-amazon.com/images/I/81yFd+wCB3L._AC_SY300_SX300_.jpg,1,1,0,0,0,1
Recyclable Honeycomb Packing Paper Roll - Brown Kraft Wrapping Paper for Gifts & Products - Eco-Friendly Alternative to Bubble Wrap for Moving Supplies - Made in USA (12x75 (Pack of 2)),Bubble Wrap,Office Products,"1400""L x 20""W",PACRON,"STRONG AND DURABLE PROTECTION: Crafted from heavy-duty Kraft paper, our honeycomb packing wrap offers reliable strength for packaging fragile items. Its robust construction ensures superior durability, making it an essential addition to any packing or moving kit. Available in various sizes, its designed to meet diverse packing needs. > STRETCHABLE AND FLEXIBLE DESIGN: This innovative packing paper expands into a honeycomb structure when pulled, stretching up to 1.6 times its original length. The expanded honeycomb layers provide exceptional cushioning and shock absorption, safeguarding delicate items during transit or storage. > CONVENIENT AND EASY TO USE: No need for scissors or tape! This lightweight shipping paper can be torn by hand, making the packing process faster and more efficient. The compact design saves storage space, while the versatile honeycomb structure can be flattened or twisted to secure items snugly. > VERSATILE APPLICATIONS: Perfect for e-commerce businesses, warehouses, shipping facilities, and personal use, this multi-purpose wrap ensures optimal protection for fragile items like glassware, ceramics, or electronics. Its innovative cushioning design simplifies packing while ensuring peace of mind during shipping. > SUSTAINABLE AND ECO-FRIENDLY CHOICE: Made from raw materials certified by FSC, this honeycomb paper degrades in approximately 120 days, offering an environmentally conscious alternative to plastic wraps. By choosing PACRONs recyclable packaging, youre opting for sustainable, high-performance packing materials.",https://www.amazon.com/dp/B0D6VDYX5V,https://m.media-amazon.com/images/I/81mGpOZLKRL.__AC_SX300_SY300_QL70_ML2_.jpg,0,1,0,0,0,1
"Neworld Honeycomb Packing Paper,15"" x 131' Eco Friendly Bubble Cushioning Wrap for Moving,Products & Gifts Wrapping Paper,Recyclable Cushioning Packing Material With 20 Fragile Sticker Labels",Bubble Wrap,Office Products,"1575""L x 15""W",Neworld,"Paper Roll Size:15 Inch x 131 Feet, 1 roll, Comes with 20 fragile stickers labels. Material: Eco-friendly 100% biodegradable kraft paper, Color: natural brown. > Unique Honeycomb Structure:Honeycomb packaging paper is an innovative and effective cushioning kraft paper. It can reduce product damage during express transportation, provide good cushioning effect, this packing wrap can be used for wrapping prevent scratches during moving/ shipping. > Easy to Use:Fully pull out the honeycomb structure to wrap your items: more layers, more protection. Tear off by hand, no tools, tape or glue required.Higher efficiency > GO Green:Our honeycomb paper roll is degradable and recyclable. It is a substitute for other filling materials such as plastic bubble bags. Reducing plastic waste and pollution with paper alternatives > INTIMATE SERVICE: If you have any questions, please contact us. it is our pleasure to serve you.",https://www.amazon.com/dp/B0DDKRWCRT,https://m.media-amazon.com/images/I/81vKyGICdqL.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,0,0,0,0
Solid Shampoo Bar And Conditioner Effect Hair Soap  4 Pack 100% Organic Shampoo Bars For Hair With All Natural Plant Based Essential Oils And Eco Friendly Zero Waste Biodegradable Packaging,Shampoo & Conditioner Sets,Beauty & Personal Care,All,BAMBOEARTH,"HIGHEST QUALITY AND NATURAL CARE! Being 100% organic and eco-friendly these shampoo bars are made of high quality all natural ingredients! Cold pressed to achieve the best quality these cute solid bars will naturally treat and restore your hair to its original shiny state without stripping it while the added conditioner effect will make your hair soft and light as a petal! You will notice a difference in the way your wet hair feels after washing! > 100% ECO-FRIEDNLY AND TRAVEL-FRIENDLY! These shampoo bars do not contain any chemicals or preservatives that can damage your hair while our packaging is 100% biodegradable and recycling! Their compact size and lightweight making these shampoo bars perfect choice for travel camping airplane or on the road helping you take a good care of your hair while being 100% waste free! > PACK OF 4 FOR ALL MEMBERS OF THE FAMILY! This pack of shampoo bars comes with 4 unique essences  Lavender, Honey, Seaweed and Chamomile! Designed for all ages, our organic approach of plant-based butters and essential oils such as shea butter cocoa butter cocoa oil olive oil etcâ€¦makes these compact hair soaps a smart and safe choice for your kids as well! Each pack will last a person between 4 to 6 months! Thats approximately 2-3 bottles worth of shampoo! > ZERO WASTE IS OUR MISSION! Green Earth is our goal! Everything from our products to our packaging is sourced with big care and consideration! We understand that millions shampoo and conditioner bottles are being thrown away each year in the U.S. Our focus and determination are fighting the plastic waste and being part of the solution to stop it for rocketing That is why our products are always 100% plastic and metal free, made of organic ingredients and zero-waste packaging! > 100% SATISFACTION OR MONEY BACK! Our Shampoo bars are 100 Organic and our packaging is 100% recyclable! We love using them and we know you will love them too! If for any reason or no reason at all you decide to return them we will refund you 100%!",https://www.amazon.com/dp/B07K8QBPSF,https://m.media-amazon.com/images/I/51kZVhKidKL._SX300_SY300_QL70_ML2_.jpg,1,1,1,0,0,0
"ECOLULU Natural Bamboo Dish Brush Plant Based Bristles | 3 Pack Wooden Dish Brush | Bamboo Scrub Brush for Cleaning Dishes, Pots, Pans and Vegetables | Biodegradable Eco Friendly Products",Cleaning Brushes,Home & Kitchen,Wood,Ecolulu - Zero Waste Eco-friendly Products,"ECO FRIENDLY PRODUCTS, ZERO WASTE: Our bamboo dish brush set is 100% Natural, Chemical free, Biodegradable & Sustainable. EFFECTIVE CLEANING: Brushes handles are durable and well designed to fit your palm providing a comfortable grip, which makes scrubbing easier and more powerful. NON STICKY: Plant-based sisal bristles dry quicker then plastic bristles naturally, which makes them non-sticky. MULTI-PURPOSE: Light color bamboo dish brushes are suitable for softer scrubbing of dishes, pots and pans, wonderful for cleaning fruit and vegetables. Darker brush for hard surfaces like cast iron skillet, sink, stove, barbecue grill, as well as other household needs like floors, showers, tile, toilets, carpet, walls and more. >  FRIENDLY GIFT: Our Bamboo dish brush set is packed in a plastic free box, which makes a lovely and practical zero waste gift for mom, family & friends.",https://www.amazon.com/dp/B0852Q2ZLQ,https://m.media-amazon.com/images/I/71K5Opin2QL.__AC_SY300_SX300_QL70_ML2_.jpg,1,0,1,0,1,1
Premium 500 Biodegradable Bamboo Cotton Swabs | Zero Waste Disposable Products | Compostable Q Tips For Ears | Plastic Free Makeup Swab | Safety Wooden Ear Sticks | Eco Friendly Eye Cleaning Utensils,Cotton Swabs,Beauty & Personal Care,,NATULANE,"500 natural sticks per box ( not swirl q tips ). Payless packaging, save on product! Extra pack size for smart shopping  Double ear buds with twice more natural cotton on the stick tips! Great cotton swabs for ears, as pet qtips, travel, baby cotton swabs, everyday cleaning or even use as dab cotton swabs ( arts and crafts or drawing ) High quality 100% ecofriendly alternative. Ear swabs are made from renewable bamboo wood and top quality cotton. Packed in unbleached plastic free recyclable pack 3 inch cotton swabs are the best addition to reusable rounds, bamboo toothbrushes in the bathroom or straws and grocery bags Swap your artificial plastic swabbies or slim cotton swabs with environmentally friendly bamboo qtips in the recycled package ¸",https://www.amazon.com/dp/B07NJLRNJY,https://m.media-amazon.com/images/I/51qas2dGmHL._SX300_SY300_QL70_ML2_.jpg,1,1,1,0,0,1
"Mindful Classics, Mancala Board Game Made from Bamboo & Recycled Plastic for Earth Day, Eco-Friendly Products for Adults and Kids Ages 8 and up",Board Games,Toys & Games,"Babmboo, wood",Spin Master Games,"GAMES FOR A SHARED PLANET: Mindful Classics is a collection of board games for adults & kids ages 8 and up featuring thoughtfully designed sustainable products and packaging that is as waste-free as possible > TOP KNOTCH DESIGN: You will love the gorgeous blue & yellow playing pieces made of recycled plastic and the solid wood bamboo board. This classic board game is a 2-player game that is perfect for coffee table dcor > ECO-FRIENDLY GIFT: Our strategy board game is made with plastic-free packaging and an bamboo storage case. This kids game is a 100% sustainable product > SPIN MASTER GAMES: Looking for games for family game night? Our toys & games offer a range from kids games to board games for adults, puzzles for adults & kids, and outdoor games > BOARD GAMES FOR FAMILY NIGHT: Switch it up with yard games, party games, & couples games. Don't forget 1000 piece puzzles for adults & card games for adults too Plus board games for kids 8-12 & games for kids ages 4-8",https://www.amazon.com/dp/B0B4YM2X35,https://m.media-amazon.com/images/I/81FRjldRVzL.__AC_SX300_SY300_QL70_ML2_.jpg,0,1,0,1,0,1
"Elementree Bubble Paper, 250-FT Packing Paper, Durable Kraft Bubble Wrap for Moving, Eco Friendly Bubble Wrap Alternative, Sustainable Shipping Supplies for Small Business, Made in USA",Bubble Wrap,Office Products,"13""L x 13""W",Elementree,"Elementree Bubble Paper Wrap is 1x250 feet of packing paper sheets for moving and shipping. Continuous 12"" perforations allow customizable sheet sizes and perfect, clean tears every time. > Elementree Bubble Paper is the effective packing supplies alternative to plastic bubble wrap, plastic air pillows, polystyrene foam, and packing peanuts that protects your fragile goods and the earth. > Our USA-made paper bubble wrap is biodegradable, curbside recyclable, and produces 20x fewer carbon emissions than plastic bubble wrap to support an environmentally-friendly product lifecycle. > Elementree biodegradable bubble wrap is the perfect dish packing supplies for moving or packing paper for shipping frames or candles. Moving paper packing sheets store compact with nested bubbles. > Our Bubble Paper packing materials are sustainable moving essentials. Eco friendly packaging paper replaces plastic packing materials for moving. Make the wise choice with Elementree Bubble Paper.",https://www.amazon.com/dp/B0C4FH6D8J,https://m.media-amazon.com/images/I/8108f7gcC5L.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,1,0,0,1
"Honeysticks My First Paint Brush Set - 3 Pack: Ideal for Babies and Toddlers. Jumbo Brushes with Chubby Wood Handles for Easy Grip, Vegan. Includes Handy Storage Container",Paintbrushes,Toys & Games,My First,Honeysticks,"PERFECT FIRST PAINT BRUSH - Honeysticks My First Paint Brush Set is the perfect first paint brush for babies and toddlers aged 1-3. The ergonomically designed handle helps Little Ones have better brush control than regular sized paint brushes for a great painting experience. > CREATE WONDERFUL FIRST ART MOMENTS - With a large, chunky wooden handle that is so easy for Little Hands to hold and use, Honeysticks My First Paint Brush Set will help you create enjoyable early art experiences for your child. > HANDY ECO-FRIENDLY STORAGE CONTAINER - My First Paint Brushes come packaged in a durable, plastic-free storage container making them a great addition to your toddler art supplies! At Honeysticks, we only use packaging that is recyclable, reusable or biodegradable to make sure our products are gentle on the planet. > SAFE FOR KIDS AND ANIMALS - My First Paint Brushes are made from natural wood and are non-toxic. We use vegan bristles that are free from animal cruelty. > TRY THEM RISK-FREE TODAY - Our Mission at Honeysticks is to create safe, sustainable products that children will LOVE to use, without the nasty ingredients that you find in most products today.",https://www.amazon.com/dp/B0976247R2,https://m.media-amazon.com/images/I/71WHHG+292L._AC_SY300_SX300_.jpg,1,1,0,0,0,1
100% Certified Home Compostable Dog Poop Bags - 10% to Charity - ASTM D6400 & EN 13432 Compliant - 240 x Plant Based Compostable Poop Bags (16 Rolls),Bags,Pet Supplies,240 Count,G.A.S,"CRAFTED FROM RECYCLED MATERIALS - Our dog bags are a zero-waste green alternative that will change the way you look at everyday pet and dog supplies. Not only are our compostable poop bags fully compostable but they also come in a box and reel made from 100% recycled cardboard. > GIVING BACK TO OUR ANIMAL FRIENDS - We are big believers in the power of charity to not only transform the lives of other beings, but to transform our own. We've partnered with the Soi Dog Foundation, whose mission is to improve the lives of dogs and cats in Asia. We donate 10% of all profits to the Soi Dog Foundation and their tireless quest to end animal suffering when you buy our compostable dog bags for poop and other sustainable products / zero waste products.",https://www.amazon.com/dp/B08GKBWFGZ,https://m.media-amazon.com/images/I/81tojHkX5TL.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,1,0,0,1
"Stainless Steel Lunch Box, Leak Proof 3 Compartment, Medium | Redesigned Silicone Seal | Sustainable Zero Waste Eco Friendly Bento Box Food Storage Container",Bento Boxes,Home & Kitchen,ecozoi,ecozoi,"REDESIGNED SILICONE SEAL & PLASTIC FREE PACKAGING: The redesigned silicone seal would help with the industry best leak proof performance and longevity of the product. No glue is used with the redesigned silicone seal. This is completely a plastic-free product that comes in 100% recyclable packaging for a zero-waste experience. Manufacturer recommended age: 12 years or above. > LIFETIME WARRANTY: This product is designed to last forever! We guarantee 100% satisfaction and life time manufacturer warranty. If anything happens, just contact us for a free replacement.",https://www.amazon.com/dp/B07Y2R2HZR,https://m.media-amazon.com/images/I/810AU6nfHFL.__AC_SY300_SX300_QL70_ML2_.jpg,0,1,1,1,0,1
"Disposable Wooden Cutlery Set - 100% Home Compostable - 100 Mix - (40 Forks, 40 Spoons and 20 Knives) 6.5"", Bamboo Utensils Alternative, Eco-Friendly, Organic, Sustainable and Carbon Neutral Certified","Disposable Plates, Bowls & Cutlery",Health & Household,Wood,WOODABLE,"FULLY SUSTAINABLE HARVESTING & GIVING BACK TO THE PLANET - We prioritize reducing consumption and total plant-to-harvest ratio by planting more trees than are harvested every single month! > 100 VALUE PACK - Party Mix including 40 Forks, 40 Spoons and 20 Knives",https://www.amazon.com/dp/B07R86V85T,https://m.media-amazon.com/images/I/814Dwrh9a0L.__AC_SX300_SY300_QL70_ML2_.jpg,1,0,0,0,1,1
"Premium Bamboo Toilet Paper, Chemical Free Toilet Paper, (12) 3PLY & 300 Sheets, Unbleached, Plant Based, PFAS Free, FSC Certified, Organic Brown, Tree Free, Plastic Free, BPA Free (12)",Toilet Paper,Health & Household,3600.0 Count,Bamboo Story,"Eco-Responsible Packaging Our pioneering plastic-free packaging redefines eco-responsibility, featuring an innovative locking design that negates the need for plastic aids. The compostable, chemical-free wraps are also ink-free and dye-free, ensuring a seamless recycling journey that reflects our unwavering commitment to a sustainable tomorrow. > A Mission of Advocacy Rooted in Washington, Bamboo Story embodies a mission-driven ethos that transcends mere transactions. Aligning with our brand means championing a lifestyle of sustainability and advocacy, where each purchase of our bamboo toilet paper propels a collective endeavor to safeguard our planet, uplift society, and foster economic integrity. Choose Bamboo Story toilet paper and join us in creating a legacy of positive change.",https://www.amazon.com/dp/B0C68Y5D6P,https://m.media-amazon.com/images/I/61UOAKHG+LL._AC_SX300_SY300_.jpg,1,0,0,1,0,1
Biodegradable Eco-Friendly Toothbrushes - Individually Sealed - BPA Free Soft Bristles - Sustainable - Recycled Packaging (Pack of 3),Manual Toothbrushes,Health & Household,"Biodegradable, Vegan Friendly, Cruelty Free, BPA Individually Sealed for Hygiene",Bleeker and Rowe,"Optimal Solution for a Better Planet: One of the toughest enemies of our planet is plastic, which is why we have developed the Bleeker and Rowe eco toothbrush, a simple and quick swap that you can make for a better and healthier planet. The no waste toothbrush is made of a special mix of corn starch and corn husk and has a very low carbon footprint. > Complete Set: Our pack comes with 10 bulk toothbrushes individually sealed, so you can make sure that everyone in the family is using one. The toothbrushes are BPA free and come in completely eco-friendly and biodegradable packaging. > Take Good Care of your Dental Health: The toothbrushes have soft-medium bristles that make sure to remove dental plaque, leaving your teeth clean. This no waste toothbrush is designed to not hurt your gums or cause discomfort. > Hygiene Comes First: To make sure that you are always safe and protected, each of our toothbrushes are individually sealed in a recyclable paper sleeve, which keeps them clean and ready for use in any environment. The toothbrushes are BPA-free, vegan friendly and completely biodegradable. > Care for the Environment: Our eco toothbrush is not only biodegradable and sustainable, but also vegan-friendly. We have made sure that the toothbrush pack is cruelty-free, so you can protect all living things and still take good care of your dental hygiene.",https://www.amazon.com/dp/B08NJ2R8FC,https://m.media-amazon.com/images/I/413H52qRrjL._SX300_SY300_QL70_ML2_.jpg,1,1,0,0,1,1
Biodegradable Dental Floss Picks 100 Count 2 Packs | Eco-Friendly Bamboo Like Straw Wheat Sustainable Mint Flavored Flossers for Kids and Adult Teeth Cleaning for The Enviromentally Conscious,Dental Floss,Health & Household,Stick,Smart Feelings Co.,"100% Biodegradable- Floss PIcks made of straw wheat and packaging is 100% recyclable paper > 2-IN-1 Function and non- slip handle design - Extra-thin floss for tight gaps and flexible toothpick end for massaging gums > Environmaentally friendly Floss: Our dental floss picks include plant-based materials to minimize the stress on our environment while providing a first-class experience! > Plastic Free Packaging All Clean Idea packaging is as plastic free and made with recyclable kraft paper packaging. > Easy to use with no shredding - Our floss material is made up of the most shred resistant floss material available for maximum efficacy and better performance than competitor Nylon floss, and the ergonomic design of the handle gives you easy access to hard-to-reach teeth.",https://www.amazon.com/dp/B0BLWF2QPG,https://m.media-amazon.com/images/I/81ow-RRPeLL.__AC_SX300_SY300_QL70_ML2_.jpg,1,1,0,1,0,1
